index,text,image,group,group_match,text_status,image_status,group_status,group_match_status,group_match_margin,id,tag
110,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0034327805042266846,110,Relation
111,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.003295719623565674,111,Relation
112,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.0018121302127838135,112,Relation
113,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.04430437088012695,113,Relation
114,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.013292282819747925,114,Relation
115,1.0,1.0,1.0,1.0,correcto,correcto,correcto,correcto,0.01606401801109314,115,Relation
116,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.013166069984436035,116,Relation
117,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.0008923113346099854,117,Relation
118,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.02046865224838257,118,Relation
119,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.001277327537536621,119,Relation
120,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0008192360401153564,120,Relation
121,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0014300942420959473,121,Relation
122,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.04035751521587372,122,Relation
123,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0004177391529083252,123,Relation
124,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.016130194067955017,124,Relation
125,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.0405360609292984,125,Relation
126,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.00048744678497314453,126,Relation
127,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.009322047233581543,127,Relation
128,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.0022865235805511475,128,Relation
129,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0002715885639190674,129,Relation
130,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0009605288505554199,130,Relation
131,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.01127488911151886,131,Object
132,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.002677902579307556,132,Object
133,1.0,1.0,1.0,1.0,correcto,correcto,correcto,correcto,0.30796508491039276,133,Both
134,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.020001158118247986,134,Relation
135,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0015090107917785645,135,Relation
136,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.002081260085105896,136,Object
137,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.001540839672088623,137,Relation
138,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.005292534828186035,138,Relation
139,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.0022023916244506836,139,Relation
140,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.011731892824172974,140,Object
141,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.010661512613296509,141,Object
142,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.002723515033721924,142,Object
143,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.006948657333850861,143,Object
144,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.009162813425064087,144,Object
145,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.004184454679489136,145,Relation
146,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.009120374917984009,146,Object
147,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.028187274932861328,147,Object
148,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.014016002416610718,148,Object
149,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.027142226696014404,149,Object
150,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.05684840679168701,150,Both
151,0.0,1.0,0.0,1.0,incorrecto,correcto,incorrecto,correcto,0.05064938962459564,151,Both
152,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.02727082371711731,152,Object
153,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.030800312757492065,153,Object
154,0.0,1.0,0.0,1.0,incorrecto,correcto,incorrecto,correcto,0.011769264936447144,154,Object
155,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.010825544595718384,155,Object
156,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.01371997594833374,156,Relation
157,0.0,1.0,0.0,1.0,incorrecto,correcto,incorrecto,correcto,0.0039891451597213745,157,Object
158,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.011306166648864746,158,Object
159,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.02441154420375824,159,Object
160,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.01123046875,160,Object
161,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.0015311241149902344,161,Object
162,0.0,0.0,0.0,0.0,incorrecto,incorrecto,incorrecto,incorrecto,-0.016686052083969116,162,Object
163,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.016411572694778442,163,Object
164,1.0,0.0,0.0,1.0,correcto,incorrecto,incorrecto,correcto,0.021619588136672974,164,Object
165,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.00031110644340515137,165,Object
166,0.0,0.0,0.0,1.0,incorrecto,incorrecto,incorrecto,correcto,0.0029945671558380127,166,Object
